observation_id,source_row,study_id,site_label,crop_label,ch4_co2eq_kg_ha,n2o_co2eq_kg_ha,yield_kg_ha,nitrogen_kg_n_ha_reported,nitrogen_kg_n_ha_numeric,phosphorus_kg_p2o5_ha,potassium_kg_k2o_ha,ch4_measurement_method,n2o_measurement_method,source_title
GCOR_000130,131,GCOR_STUDY_0013,China,Rice,5831.1,40.95,9680,120,120.0,96,240,,,Gaseous emissions and grain-heavy metal contents in rice paddies: A three-year partial organic substitution experiment.
GCOR_000131,132,GCOR_STUDY_0013,China,Rice,6668.1,38.22,9830,120,120.0,96,240,,,Gaseous emissions and grain-heavy metal contents in rice paddies: A three-year partial organic substitution experiment.
GCOR_000132,133,GCOR_STUDY_0013,China,Rice,9179.1,21.84,10500,120,120.0,96,240,,,Gaseous emissions and grain-heavy metal contents in rice paddies: A three-year partial organic substitution experiment.
GCOR_000133,134,GCOR_STUDY_0013,China,Rice,10323,19.11,10300,120,120.0,96,240,,,Gaseous emissions and grain-heavy metal contents in rice paddies: A three-year partial organic substitution experiment.
GCOR_000134,135,GCOR_STUDY_0013,China,Rice,5468.4,46.41,10700,120,120.0,96,240,,,Gaseous emissions and grain-heavy metal contents in rice paddies: A three-year partial organic substitution experiment.
GCOR_000135,136,GCOR_STUDY_0013,China,Rice,6082.2,51.87,10100,120,120.0,96,240,,,Gaseous emissions and grain-heavy metal contents in rice paddies: A three-year partial organic substitution experiment.
GCOR_000136,137,GCOR_STUDY_0014,China,Rice,19997.604,1239.42,9210,225,225.0,112.5,225,,,Differences in methane and nitrous oxide emissions and soil bacteria communities between straw return methods in central China.
GCOR_000137,138,GCOR_STUDY_0014,China,Rice,31558.527,1321.32,9210,225,225.0,112.5,225,,,Differences in methane and nitrous oxide emissions and soil bacteria communities between straw return methods in central China.
GCOR_000138,139,GCOR_STUDY_0014,China,Rice,34824.222,1064.7,9500,202.5,202.5,112.5,225,,,Differences in methane and nitrous oxide emissions and soil bacteria communities between straw return methods in central China.
GCOR_000139,140,GCOR_STUDY_0014,China,Rice,7661.34,1509.69,8820,225,225.0,112.5,225,,,Differences in methane and nitrous oxide emissions and soil bacteria communities between straw return methods in central China.
GCOR_000140,141,GCOR_STUDY_0014,China,Rice,9040.158,1714.44,8930,225,225.0,112.5,225,,,Differences in methane and nitrous oxide emissions and soil bacteria communities between straw return methods in central China.
GCOR_000141,142,GCOR_STUDY_0014,China,Rice,11486.709,1231.23,9170,202.5,202.5,112.5,225,,,Differences in methane and nitrous oxide emissions and soil bacteria communities between straw return methods in central China.
GCOR_000142,143,GCOR_STUDY_0015,China,Rice,13893.5862,,6272.727,101,101.0,39.3,110,,,Combined effects of straw and water management on CH4 emissions from rice fields.
GCOR_000143,144,GCOR_STUDY_0015,China,Rice,21166.3908,,6163.636,101,101.0,39.3,110,,,Combined effects of straw and water management on CH4 emissions from rice fields.
GCOR_000144,145,GCOR_STUDY_0015,China,Rice,19761.9885,,6400,101,101.0,39.3,110,,,Combined effects of straw and water management on CH4 emissions from rice fields.
GCOR_000145,146,GCOR_STUDY_0015,China,Rice,6670.9179,,6309.091,101,101.0,39.3,110,,,Combined effects of straw and water management on CH4 emissions from rice fields.
GCOR_000146,147,GCOR_STUDY_0015,China,Rice,14244.6798,,6400,101,101.0,39.3,110,,,Combined effects of straw and water management on CH4 emissions from rice fields.
GCOR_000147,148,GCOR_STUDY_0015,China,Rice,9931.1445,,6381.818,101,101.0,39.3,110,,,Combined effects of straw and water management on CH4 emissions from rice fields.
GCOR_000148,149,GCOR_STUDY_0015,China,Rice,1554.867,,4145.454,101,101.0,39.3,110,,,Combined effects of straw and water management on CH4 emissions from rice fields.
GCOR_000149,150,GCOR_STUDY_0015,China,Rice,6420.1248,,4145.454,101,101.0,39.3,110,,,Combined effects of straw and water management on CH4 emissions from rice fields.
GCOR_000150,151,GCOR_STUDY_0015,China,Rice,1956.1248,,4527.273,101,101.0,39.3,110,,,Combined effects of straw and water management on CH4 emissions from rice fields.
GCOR_000151,152,GCOR_STUDY_0016,China,Rice,1420.668,313.95,7390,180,180.0,52,125,,,Zeolite application increases grain yield and mitigates greenhouse gas emissions under alternate wetting and drying rice system.
GCOR_000152,153,GCOR_STUDY_0016,China,Rice,546.003,439.53,7880,180,180.0,52,125,,,Zeolite application increases grain yield and mitigates greenhouse gas emissions under alternate wetting and drying rice system.
GCOR_000153,154,GCOR_STUDY_0017,Japan,Rice,864.9,0,6712.2,100,100.0,121.4285714,85.71428571,,,"Effect of intermittent drainage in reduction of methane emission from paddy soils in Hokkaido, northern Japan."
GCOR_000154,155,GCOR_STUDY_0017,Japan,Rice,83.7,2.73,6633,100,100.0,121.4285714,85.71428571,,,"Effect of intermittent drainage in reduction of methane emission from paddy soils in Hokkaido, northern Japan."
GCOR_000155,156,GCOR_STUDY_0017,Japan,Rice,306.9,-19.11,6336,100,100.0,121.4285714,85.71428571,,,"Effect of intermittent drainage in reduction of methane emission from paddy soils in Hokkaido, northern Japan."
GCOR_000156,157,GCOR_STUDY_0017,Japan,Rice,27.9,-24.57,6573.6,100,100.0,121.4285714,85.71428571,,,"Effect of intermittent drainage in reduction of methane emission from paddy soils in Hokkaido, northern Japan."
GCOR_000157,158,GCOR_STUDY_0017,Japan,Rice,5189.4,-57.33,4415.4,85,85.0,103.2142857,72.85714286,,,"Effect of intermittent drainage in reduction of methane emission from paddy soils in Hokkaido, northern Japan."
GCOR_000158,159,GCOR_STUDY_0017,Japan,Rice,3375.9,-27.3,5078.7,85,85.0,103.2142857,72.85714286,,,"Effect of intermittent drainage in reduction of methane emission from paddy soils in Hokkaido, northern Japan."
GCOR_000159,160,GCOR_STUDY_0017,Japan,Rice,2343.6,-30.03,6662.7,85,85.0,103.2142857,72.85714286,,,"Effect of intermittent drainage in reduction of methane emission from paddy soils in Hokkaido, northern Japan."
GCOR_000160,161,GCOR_STUDY_0017,Japan,Rice,1841.4,-21.84,5603.4,85,85.0,103.2142857,72.85714286,,,"Effect of intermittent drainage in reduction of methane emission from paddy soils in Hokkaido, northern Japan."
GCOR_000161,162,GCOR_STUDY_0017,Japan,Rice,4910.4,-87.36,4811.4,85,85.0,103.2142857,72.85714286,,,"Effect of intermittent drainage in reduction of methane emission from paddy soils in Hokkaido, northern Japan."
GCOR_000162,163,GCOR_STUDY_0017,Japan,Rice,1674,-68.25,4979.7,85,85.0,103.2142857,72.85714286,,,"Effect of intermittent drainage in reduction of methane emission from paddy soils in Hokkaido, northern Japan."
GCOR_000163,164,GCOR_STUDY_0017,Japan,Rice,4603.5,-90.09,5682.6,85,85.0,103.2142857,72.85714286,,,"Effect of intermittent drainage in reduction of methane emission from paddy soils in Hokkaido, northern Japan."
GCOR_000164,165,GCOR_STUDY_0017,Japan,Rice,1283.4,-84.63,6058.8,85,85.0,103.2142857,72.85714286,,,"Effect of intermittent drainage in reduction of methane emission from paddy soils in Hokkaido, northern Japan."
GCOR_000165,166,GCOR_STUDY_0018,Philippines,Rice,1166.22,925.47,7090,120,120.0,40,40,Static chamber,Static chamber,Is alternate wetting and drying irrigation technique enough to reduce methane emission from a tropical rice paddy?
GCOR_000166,167,GCOR_STUDY_0018,Philippines,Rice,1071.36,595.14,6180,120,120.0,40,40,Static chamber,Static chamber,Is alternate wetting and drying irrigation technique enough to reduce methane emission from a tropical rice paddy?
GCOR_000167,168,GCOR_STUDY_0018,Philippines,Rice,1439.64,483.21,7190,120,120.0,40,40,Static chamber,Static chamber,Is alternate wetting and drying irrigation technique enough to reduce methane emission from a tropical rice paddy?
GCOR_000168,169,GCOR_STUDY_0018,Philippines,Rice,3989.7,300.3,6580,120,120.0,40,40,Static chamber,Static chamber,Is alternate wetting and drying irrigation technique enough to reduce methane emission from a tropical rice paddy?
GCOR_000169,170,GCOR_STUDY_0018,Philippines,Rice,2059.02,737.1,5560,120,120.0,40,40,Static chamber,Static chamber,Is alternate wetting and drying irrigation technique enough to reduce methane emission from a tropical rice paddy?
GCOR_000170,171,GCOR_STUDY_0019,USA,Rice,809.1,,12100,336,336.0,,,Eddy covariance,,Eddy covariance assessment of alternate wetting and drying floodwater management on rice methane emissions.
GCOR_000171,172,GCOR_STUDY_0019,USA,Rice,390.6,,12400,336,336.0,,,Eddy covariance,,Eddy covariance assessment of alternate wetting and drying floodwater management on rice methane emissions.
GCOR_000172,173,GCOR_STUDY_0019,USA,Rice,2092.5,,14500,336,336.0,,,Eddy covariance,,Eddy covariance assessment of alternate wetting and drying floodwater management on rice methane emissions.
GCOR_000173,174,GCOR_STUDY_0019,USA,Rice,948.6,,14200,336,336.0,,,Eddy covariance,,Eddy covariance assessment of alternate wetting and drying floodwater management on rice methane emissions.
GCOR_000174,175,GCOR_STUDY_0020,Thailand,Rice,7421.4,,6600,90,90.0,,,,,Evaluation of biochar applications combined with alternate wetting and drying (AWD) water management in rice field as a methane mitigation option for farmers' adoption.
GCOR_000175,176,GCOR_STUDY_0020,Thailand,Rice,6165.9,,6370,90,90.0,,,,,Evaluation of biochar applications combined with alternate wetting and drying (AWD) water management in rice field as a methane mitigation option for farmers' adoption.
GCOR_000176,177,GCOR_STUDY_0021,Italy,Rice,8283.9843,195.468,9900,137.5,137.5,18,70,,,Agro-environmental sustainability of different water management practices in temperate rice agro-ecosystems.
GCOR_000177,178,GCOR_STUDY_0021,Italy,Rice,4896.2826,630.084,9900,137.5,137.5,18,70,,,Agro-environmental sustainability of different water management practices in temperate rice agro-ecosystems.
GCOR_000178,179,GCOR_STUDY_0021,Italy,Rice,0,1890.252,7600,137.5,137.5,18,70,,,Agro-environmental sustainability of different water management practices in temperate rice agro-ecosystems.
GCOR_000179,180,GCOR_STUDY_0021,Italy,Rice,12995.0109,43.407,9100,137.5,137.5,18,70,,,Agro-environmental sustainability of different water management practices in temperate rice agro-ecosystems.
GCOR_000180,181,GCOR_STUDY_0021,Italy,Rice,3705.2874,86.814,8800,137.5,137.5,18,70,,,Agro-environmental sustainability of different water management practices in temperate rice agro-ecosystems.
GCOR_000181,182,GCOR_STUDY_0021,Italy,Rice,26.4771,1064.7,7300,137.5,137.5,18,70,,,Agro-environmental sustainability of different water management practices in temperate rice agro-ecosystems.
GCOR_000182,183,GCOR_STUDY_0022,India,Rice,835.884,72.345,2097.345,0,0.0,60,40,,,"Mitigation of yield-scaled greenhouse gas emissions from irrigated rice through Azolla, Blue-green algae, and plant growth-promoting bacteria."
GCOR_000183,184,GCOR_STUDY_0022,India,Rice,853.74,61.425,2218.069,0,0.0,60,40,,,"Mitigation of yield-scaled greenhouse gas emissions from irrigated rice through Azolla, Blue-green algae, and plant growth-promoting bacteria."
GCOR_000184,185,GCOR_STUDY_0022,India,Rice,943.857,212.94,3885.714,120,120.0,60,40,,,"Mitigation of yield-scaled greenhouse gas emissions from irrigated rice through Azolla, Blue-green algae, and plant growth-promoting bacteria."
GCOR_000185,186,GCOR_STUDY_0022,India,Rice,894.753,199.563,3930.131,120,120.0,60,40,,,"Mitigation of yield-scaled greenhouse gas emissions from irrigated rice through Azolla, Blue-green algae, and plant growth-promoting bacteria."
GCOR_000186,187,GCOR_STUDY_0023,Vietnam,Rice,7644.6,258.531,8690,150,150.0,40,60,,,"Cattle biogas effluent application with multiple drainage mitigates methane and nitrous oxide emissions from a lowland rice paddy in the Mekong Delta, Vietnam."
GCOR_000187,188,GCOR_STUDY_0023,Vietnam,Rice,6919.2,62.244,5510,150,150.0,40,60,,,"Cattle biogas effluent application with multiple drainage mitigates methane and nitrous oxide emissions from a lowland rice paddy in the Mekong Delta, Vietnam."
GCOR_000188,189,GCOR_STUDY_0023,Vietnam,Rice,13894.2,135.954,5150,150,150.0,40,60,,,"Cattle biogas effluent application with multiple drainage mitigates methane and nitrous oxide emissions from a lowland rice paddy in the Mekong Delta, Vietnam."
GCOR_000189,190,GCOR_STUDY_0023,Vietnam,Rice,8649,250.887,6320,150,150.0,40,60,,,"Cattle biogas effluent application with multiple drainage mitigates methane and nitrous oxide emissions from a lowland rice paddy in the Mekong Delta, Vietnam."
GCOR_000190,191,GCOR_STUDY_0023,Vietnam,Rice,10323,120.666,5800,150,150.0,40,60,,,"Cattle biogas effluent application with multiple drainage mitigates methane and nitrous oxide emissions from a lowland rice paddy in the Mekong Delta, Vietnam."
GCOR_000191,192,GCOR_STUDY_0023,Vietnam,Rice,11662.2,187.005,6380,150,150.0,40,60,,,"Cattle biogas effluent application with multiple drainage mitigates methane and nitrous oxide emissions from a lowland rice paddy in the Mekong Delta, Vietnam."
GCOR_000192,193,GCOR_STUDY_0023,Vietnam,Rice,10323,186.732,6310,150,150.0,40,60,,,"Cattle biogas effluent application with multiple drainage mitigates methane and nitrous oxide emissions from a lowland rice paddy in the Mekong Delta, Vietnam."
GCOR_000193,194,GCOR_STUDY_0023,Vietnam,Rice,8202.6,184.002,6650,150,150.0,40,60,,,"Cattle biogas effluent application with multiple drainage mitigates methane and nitrous oxide emissions from a lowland rice paddy in the Mekong Delta, Vietnam."
GCOR_000194,195,GCOR_STUDY_0024,Philippines,Rice,760.554,709.8,5150,150,150.0,45,35,,,"Mitigation of greenhouse gas emissions and reduced irrigation water use in rice production through water-saving irrigation scheduling, reduced tillage and fertiliser application strategies."
GCOR_000195,196,GCOR_STUDY_0024,Philippines,Rice,569.718,1176.63,4110,150,150.0,45,35,,,"Mitigation of greenhouse gas emissions and reduced irrigation water use in rice production through water-saving irrigation scheduling, reduced tillage and fertiliser application strategies."
GCOR_000196,197,GCOR_STUDY_0024,Philippines,Rice,502.2,251.16,4940,150,150.0,45,35,,,"Mitigation of greenhouse gas emissions and reduced irrigation water use in rice production through water-saving irrigation scheduling, reduced tillage and fertiliser application strategies."
GCOR_000197,198,GCOR_STUDY_0024,Philippines,Rice,396.18,395.85,3020,150,150.0,45,35,,,"Mitigation of greenhouse gas emissions and reduced irrigation water use in rice production through water-saving irrigation scheduling, reduced tillage and fertiliser application strategies."
GCOR_000198,199,GCOR_STUDY_0025,China,Rice,18804.6,379.47,10600,270,270.0,135,270,,,Effects of straw returning levels on carbon footprint and net ecosystem economic benefits from rice-wheat rotation in central China.
GCOR_000199,200,GCOR_STUDY_0025,China,Rice,14619.6,404.04,9770,270,270.0,135,270,,,Effects of straw returning levels on carbon footprint and net ecosystem economic benefits from rice-wheat rotation in central China.
GCOR_000200,201,GCOR_STUDY_0025,China,Rice,11466.9,469.56,10500,270,270.0,135,270,,,Effects of straw returning levels on carbon footprint and net ecosystem economic benefits from rice-wheat rotation in central China.
GCOR_000201,202,GCOR_STUDY_0025,China,Rice,10853.1,698.88,9360,270,270.0,135,270,,,Effects of straw returning levels on carbon footprint and net ecosystem economic benefits from rice-wheat rotation in central China.
